company_name,linkedin_url,description,fleet_size,country
Nile Air,https://linkedin.com/company/nile-air-airlines,"Based in Cairo and established in 2006, Nile Air emerges as a distinguished scheduled and charter airline, seamlessly connecting travelers to over 36 ...",5,Égypte
Nippon Cargo Airlines,https://linkedin.com/company/nippon-cargo-airlines-amsterdam,"Schiphol, The Netherlands 208 followers · Report this company · Close menu. View all 7 employees. About us. Recruitment. Website: https://www.nca.aero/.",8,Japon
Nok Air,https://linkedin.com/company/nok-airlines/,"Nok Air is the largest domestic airline in Thailand. Nok Air has the most routes, the most flights and the most domestic passengers of all airlines in Thailand.",11,Thaïlande
Nolinor Aviation,https://linkedin.com/company/nolinor-aviation,"Nolinor, le spécialiste de l'avion nolisé Fondée en 1992, Nolinor Aviation est une entreprise de transport aérien spécialisée dans les vols commerciaux ...",11,Canada
Nomad Aviation,https://linkedin.com/company/nomadjet,"Nomad charter solutions are designed for today's modern nomads; the individualists, globally-engaged executives, entrepreneurial travelers, friends and ...",1,Suisse
Noordzee Helikopters Vlaanderen,https://linkedin.com/company/nhvgroup,"NHV Group is one of the largest European helicopter operators and global launching customer of the next-generation helicopter, the H175s.",19,Îles Féroé
Nordic Unmanned,https://linkedin.com/company/nordic-unmanned,Nordic Unmanned is one of the world's leading suppliers of drones and data capture solutions. With our wide customer base and extensive experience,9,Svalbard et ile Jan Mayen
NordJet Airlines,,,1,Espagne
NordStar,https://linkedin.com/company/nordstar,We offer strategic capital and operational expertise to founders embarking on their next stage of growth.,9,Russie
Nordwind Airlines,https://linkedin.com/company/nordwindairlines,Nordwind Airlines was established in 2008 and started to perform flights with 3 aircraft to 6 destinations. Since its establishment the airline offers a safe ...,27,Russie
Norlandair,https://linkedin.com/company/norlandair,Norlandair operates domestic flights in Iceland as well as flights to Greenland. At the end of the year 2023 Norlandair took over operating air ambulances ...,7,Islande
Norse,https://linkedin.com/company/flynorse,"Norse Atlantic Airways is bringing affordable transatlantic flights between New York, London, Florida, Paris, Los Angeles, Berlin and Oslo to all explorers.",11,Svalbard et ile Jan Mayen
Norsk Luftambulanse,https://linkedin.com/company/norsk-luftambulanse,Stiftelsen Norsk Luftambulanse er en ideell organisasjon som jobber for å flytte avansert livreddende medisinsk behandling ut til pasienten.,26,Svalbard et ile Jan Mayen
Nortavia,https://linkedin.com/company/nortavia,Já não há muitas vagas para o nosso Open Day 2025! Segura o teu lugar e faz check-in para o teu futuro com a melhor escola de aviação. #nortavia #flyhigher ...,20,Portugal
North Cariboo Air,https://linkedin.com/company/north-cariboo-air,"Originally incorporated as North Cariboo Flying Service in 1957, we've been going beyond for our employees and our customers for over half a century.",18,Canada
North Central Aviation,https://linkedin.com/company/north-central-aviation,North Central Aviation is located at the Minneapolis & St. Paul airports and serves the Twin Cities Metropolitan area.,2,Porto Rico
North Country Aviation,https://linkedin.com/company/north-country-aviation-inc,"North Country Aviation, Inc. is proud to be flying into its 37th year as the longest-running aircraft charter service covering the Great Lakes Region.",3,Porto Rico
North Flying,https://linkedin.com/company/north-flying,"North Flying is one of Scandinavia's largest general aviation operators with activities in air taxi, charter, air ambulance, cargo, management, maintenance and ...",8,Îles Féroé
North Star Aviation,https://linkedin.com/company/north-star-aviation-inc,"North Star Aviation is a full service FBO (Fixed base operator) providing General Aviation with pilots, fuel, aircraft charter, maintenance, and aircraft ...",48,Porto Rico
North-West Air Company,https://linkedin.com/company/north-west-aviation-services,"We are a team of aviation professionals, with expertise in providing various aviation services like, private jet charters, helicopter charter, group charter, ...",16,Russie
North-Western Cargo International Airlines,https://linkedin.com/company/north-west-cargo-limited,Website: http://www.northwestcargoltd.com/. External link for NORTH WEST CARGO LIMITED ; Industry: Truck Transportation ; Company size: 11-50 employees.,4,Taïwan
North-Wright Airways,https://linkedin.com/company/north-wright-airways-ltd,North-Wright Airways is the Sahtu Region's premier air service. We are located 145 km (90 miles) south of the Arctic Circle in the heart of the Sahtu Region.,18,Canada
Northern Air,https://linkedin.com/company/northern-air-systems,"We design, manufacture and engineer all products to customers specifications. With products worldwide, we can provide speciality HVAC products wherever they are ...",5,Canada
Northern Air Cargo,https://linkedin.com/company/northern-air-cargo,Aviation and cargo experts with years of experience flying and moving cargo throughout Alaska and beyond.,9,Porto Rico
Northern Air Fiji,https://linkedin.com/company/northern-air-ltd,We are specialists in installing air conditioning systems within homes throughout the North East. We have over 20 years of experience in our Engineers and ...,2,Fidji
Northern Jet Management,https://linkedin.com/company/northern-jet,Northern Jet Management offers a variety of specialized services to meet your aviation needs. From our all-inclusive private jet card program: the Private ...,25,Porto Rico
Northern Thunderbird Air,https://linkedin.com/company/sunshine-coast-air,"100% Locally Owned and Operated. We provide scheduled service to Nanaimo, Victoria and YVR. We offer Flightseeing Tours in and around the Sunshine Coast and ...",4,Nouvelle-Zélande
Northway Aviation,https://linkedin.com/company/northern-air-transport-association-nata-,"NATA welcomes a new member in promoting a safe and effective northern and remote air transportation system, Northway Aviation! Since 1962, our new member ...",9,Canada
Northwest Flyers,https://linkedin.com/company/northwest-flyers/about/,https://www.linkedin.com/company/northwest-flyers/...,3,Porto Rico
Northwestern Air,https://linkedin.com/company/northwestern-air-lease-ltd.,"Northwestern Air Lease LTD. takes pride in being a family owned and operated business. We know how important family is to our customers, employees and ...",12,Canada
Norway - Air Force,https://linkedin.com/company/nato-joint-warfare-centre-norway,"Background: NATO Joint Warfare Centre (JWC) was established on October 23, 2003, in Jåttå, Stavanger, Norway, subordinate to Headquarters Supreme Allied ...",25,Guernesey
Norwegian,https://linkedin.com/company/norwegian-cruise-line-holdings,"Norwegian Cruise Line Holdings Ltd. (NYSE: NCLH) is a leading global cruise company which operates Norwegian Cruise Line, Oceania Cruises and Regent Seven Seas ...",91,Suède
Nouvelair,https://linkedin.com/company/nouvelair-tunisia,"Whether you want to leave for a business trip, or going for holidays, Nouvelair provides many low-priced flights to Tunis, Monastir, Djerba and from more than ...",15,Tunisie
Novair,https://linkedin.com/company/groupe-novair/,"NOVAIR is proud to be part of the Asian Development Bank (ADB) INSPIRE Forum in Manila, showcasing ION: a breakthrough innovation that ...",1,Arménie
NovaJet,https://linkedin.com/company/novajet,"NovaJet Aviation Group offers private jet charter services as well as aircraft management and acquisition. The diverse fleet consists of helicopter, light, ...",5,Canada
Novoair,https://linkedin.com/company/novoair,"NOVOAIR has become the number one choice of air traveler in the country. We are operating scheduled flights to domestic airports namely Chhattogram, Cox's ...",5,Bangladesh
NyxAir,https://linkedin.com/company/nyxair-oy,"NyxAir is a IOSA certified European Air Carrier founded in 2017 and based in Estonia, Tallinn. Our specialty is ACMI, charter, and cargo operations.",8,Estonie
Offshore Helicopter Services,https://linkedin.com/company/offshore-helicopter-services-uk,We provide world-class helicopter transportation for the UK's energy industry. Our mixed fleet of helicopter types transports thousands of men and women safely.,27,Îles Cocos
Ohio State University Aviation,https://linkedin.com/company/the-ohio-state-university-center-for-aviation-studies,"A thriving community of aviation experts nurtures the next generation of pilots, dispatchers, administrators and researchers. The Ohio State University ...",23,Porto Rico
OK Aviation,https://linkedin.com/company/ok-aviation,"As an authorized maintenance provider, we cover scheduled inspections, pre-purchase inspections, and quick-response AOG support. Our in-house CAMO team ensures ...",17,République tchèque
Okay Airways,https://linkedin.com/company/okay-airways,"Okay Airways | 570 followers on LinkedIn. Scheduled passenger and dedicated cargo services. Operating all around mainland China. Fleet: 9 B737, MA60s.",22,Taïwan
Oklahoma State University Aviation,https://linkedin.com/company/oklahomaaero,ODAA promotes aviation and aerospace ensuring commerce and community needs are met by the Oklahoma Airport System.,35,Porto Rico
Olympic Air,https://linkedin.com/company/olympic-air,"Olympic Air is a Greek airline carrier based at the Athens International Airport (""Eleftherios Venizelos""), formed from the privatization of the former ...",17,Grèce
Olympus Airways,https://linkedin.com/company/olympus-airways,"Olympus Airways is an EASA approved carrier. Olympus was formed on the 7th of April, 2015, to service the European market, as well as, the emerging markets in ...",1,Grèce
Oman - Royal Air Force,https://linkedin.com/company/rafo,The Royal Air Force of Oman (RAFO) is the air arm of the Sultan of Oman's Armed Forces The Sultan of Oman's Air Force (SOAF) was formed in March 1959.,27,
Oman Air,https://linkedin.com/company/omanair,"Oman Air commenced operations in 1993 and has since witnessed rapid growth. Today, we play a key role in positioning Oman as a major tourism and logistics hub ...",32,
Omni Air Transport,https://linkedin.com/company/omni-air-transport,"Omni Air Transport is a world-leading private aviation company with over 40 years' experience in aircraft charter and management. Founded in 1983, the company ...",11,Porto Rico
OMNI Aviation Training Center,https://linkedin.com/company/oatc-omni-aviation-training-center,"OMNI Aviation Training Center (OATC) was created in 1998 as a department of the OMNI Aviação e Tecnologia, SA. In 2003, with the introduction of JAR-FCL ...",11,Portugal
OMNI Executive Aviation,https://linkedin.com/company/omniexecutive,"With over 30 years of experience, OMNI – Executive Aviation, incorporated in 1988, stands as the longest-running private aviation company in Portugal.",2,Portugal
Omni Taxi Aereo,https://linkedin.com/company/omni-taxi-a%C3%A9reo,"Atendemos as maiores empresas do setor de energia, com destaque para a Petrobras, e oferecemos aos nossos clientes soluções de transporte aéreo offshore e ...",81,Brésil
One Air,https://linkedin.com/company/one-air,"One Air is a UK-based cargo airline operating a fleet of 3 Boeing 747 freighters, providing reliable air cargo services to global clients. One Air is ...",15,Espagne
Oriental Air Bridge,https://linkedin.com/company/dunan-precision,DunAn Precision is one of the premium air conditioning/refrigeration component providers in the world. It owns the largest production base of service valves ...,2,Japon
Origin Air,https://linkedin.com/company/originairatlascopco,"Welcome to Atlas Copco OriginAir, official LinkedIn page. Our compressed air solutions are completely reconditioned by Atlas Copco Engineers.",4,Nouvelle-Zélande
Ornge Air,https://linkedin.com/company/ornge,"A vital part of Ontario's health care system, Ornge provides high quality air ambulance service and medical transport.",20,Canada
Ortac,https://linkedin.com/company/fly-ortac,We are an independent operator that puts its clients first in everything from aircraft management to commercial charter and private jet purchases.,4,Guernesey
OSM Aviation Academy,https://linkedin.com/company/osmaviationacademyusa,"Over the past two months, our exchange students from Norway have been training at Immokalee Regional Airport (IMM), where they have gained valuable ...",14,Suède
Oyonnair,https://linkedin.com/company/oyonnair,"Oyonnair is an airline which operates in medical flights, cargo flights and passengers flights. Based in Lyon Bron, Oyonnair was created in 1989.",12,France
PACC Air,https://linkedin.com/company/integrated-commercial-solutions-inc-,"Same Day Express, and PACC Air are business' located out of Blaine/Minneapolis, Minnesota, providing same day transportation services for pharmaceutical ...",15,Porto Rico
Pacific Coast Jet,https://linkedin.com/company/pacific-coast-jet,Sitio web: http://www.pacificcoastjet.com/. Enlace externo para Pacific Coast Jet ; Sector: Aeronáutica y aviación ; Tamaño de la empresa: De 51 a 200 empleados.,16,Porto Rico
Pacific Coastal Airlines,https://linkedin.com/company/pacific-coastal-airlines,"We offer personalized charter and cargo services across British Columbia and western Canada. At Pacific Coastal Airlines, we proudly uphold our motto, ""People ...",22,Canada
PADAVIATION,https://linkedin.com/company/padaviation,"PADAVIATION organizes today individual Air Charter travel in Germany, Europe and around the globe. We achieved this by annual, steady growth of a family ...",4,Allemagne
Pakistan International Airlines,https://linkedin.com/company/pakistan-international-airlines,PIA is the flag carrier airline of Pakistan. The airline has its head office on the grounds of Jinnah International Airport in Karachi.,25,Pakistan
PAL Aerospace,https://linkedin.com/company/palaerospace,"PAL Aerospace is a Canadian-owned and operated global aerospace and defence company with a focus on intelligence, surveillance, and reconnaissance.",3,Canada
PAL Airlines,https://linkedin.com/company/palairlines,"One of the largest independent airlines operating in Eastern Canada. Our core services include scheduled flights, air charter and air cargo services.",25,Canada
Pan Europeenne,https://linkedin.com/company/pan-europeenne-air-service,"PAN EUROPEENNE AIR SERVICE is an airlines/aviation company based out of LD AEROPORT CHAMBERY AIX, Viviers Du Lac, Auvergnerhônealpes, France. Site web: https:// ...",2,France
Pan Europeenne Air Service,https://linkedin.com/company/pan-europeenne-air-service,"PAN EUROPEENNE AIR SERVICE is an airlines/aviation company based out of LD AEROPORT CHAMBERY AIX, Viviers Du Lac, Auvergnerhônealpes, France. Site web: https:// ...",3,France
Panaviatic,https://linkedin.com/company/panaviatic,Panaviatic helps you accomplish great things quickly. Our team is always at hand to provide you with ultra-convenient charter flights.,4,Estonie
Panellenic Airlines,https://linkedin.com/company/panellenic,"Panellenic Private Aviation provides private flights and luxury travel services. Connecting Greece to Europe, the Panellenic fleet boasts state-of-the-art jets.",3,Grèce
Panorama Aviation,https://linkedin.com/company/arar-tours-panorama-aviation,Arar Tours and Panorama Aviation are two sister companies based in Istanbul. Offering a solid partnership with more than 40 years of experience in travel ...,9,Canada
Paradox Jets,https://linkedin.com/company/1stclassjets,Website: http://1stclassjets.de. External link for FIRST CLASS JETS ; Company size: 2-10 employees ; Headquarters: Berlin ; Type: Public Company ...,4,Bulgarie
Paranair,https://linkedin.com/company/amaszonas-paraguay,"En octubre de 2018, Air Nostrum y AvMax (Canadá) adquirieron el 100% de las acciones de Amaszonas Paraguay y cambiaron su nombre a Paranair. Sitio web: https ...",4,Paraguay
Parata Air,https://linkedin.com/company/parata-air,"Website: https://www.parataair.com. External link for Parata Air ; Industry: Airlines and Aviation ; Company size: 201-500 employees ; Headquarters: Yangyang, ...",5,Malte
Parkland College Institute of Aviation,https://linkedin.com/company/institute-of-aviation-at-parkland-college,"We offer the private pilot license, instrument rating, commercial license, and multi-engine rating within the AS degree.",21,Porto Rico
Pars Air,https://linkedin.com/company/pars-air,"Pars Air plans to secure a regular, safe and standardized air service across the country and the disadvantaged areas.",6,Iran
Pascan Aviation,https://linkedin.com/company/pascan-aviation,"Pascan Aviation provides safe and reliable regional scheduled and chartered flights in and out of Saint Hubert, Quebec, Canada.",21,Canada
PassionAir,https://linkedin.com/company/passionair,PassionAir is a Ghanaian airline that started scheduled domestic operations in Ghana in August 2018. With a vision of creating an exceptional travelling ...,5,Ghana
Patria Pilot Training,https://linkedin.com/company/patria,Life cycle support services for aircraft and helicopters as well as pilot training. • Maintenance of army material for the Finnish Defence Forces ...,12,Finlande
Pattaya Airways,https://linkedin.com/company/pattaya-airways,"ตำแหน่งที่ตั้ง. หลัก. 89 Cosmo Office Park. Pakkred, Nonthaburi 11120, TH. รับข้อมูลการเดินทาง. พนักงานที่ PATTAYA Airways. คลิกที่นี่เพื่อดูโพรไฟล์ของ S M ...",2,Thaïlande
PDG Aviation Services,https://linkedin.com/company/pdgaviationservices,"Complex jobs handled safely and efficiently We are the UK and Ireland's leading provider of aerial survey, inspection and lifting solutions, working across ...",20,Territoire britannique de l'océan Indien
Peach,https://linkedin.com/company/peach-finance,Peach is a cloud-native lending technology platform that helps fintechs and traditional financial institutions quickly launch new lending ...,36,Japon
Pegasus,https://linkedin.com/company/pegasus-airlines,"Pegasus Airlines, purchased by Esas Group in January 2005, is a leading low-cost airline in Türkiye, which provides reasonably priced transportation ...",126,Turquie
Pegasus Elite Aviation,https://linkedin.com/company/pegasus-elite-aviation,"Pegasus Elite Aviation is a full service aviation company, providing aircraft charters, maintenance, sales & management.",8,Porto Rico
Pelita Air,https://linkedin.com/company/pt-pelita-air-service,"Lokasi · Utama. Jalan Abdul Muis No. 52 – 56 A · Pondok Cabe Airport, Jalan Pondok Cabe Raya. Tangerang Selatan, Banten 15418, ID · Halim Perdana Kusuma Airport.",22,Timor oriental
Pen-Avia,https://linkedin.com/company/pen-avia,À propos ; Site web: http://www.pen-avia.com. Lien externe pour Pen-Avia ; Secteur: Transport aérien ; Taille de l'entreprise: 11-50 employés ; Siège social: Luton.,2,Territoire britannique de l'océan Indien
People's,https://linkedin.com/company/people's-united-bank,"Founded in 1842, People's United Bank is a premier, community-based, regional Northeast bank with more than 5,500 employees offering commercial and retail ...",1,Autriche
Performance Air,https://linkedin.com/company/performance-air-ltd,"Immediacy and Affordability of private air transportation| Nassau, Bahamas Based| jamaal@performanceairbahamas.info",8,Mexique
Perimeter Aviation,https://linkedin.com/company/perimeter-aviation,"Established in 1960, Perimeter Aviation is a Manitoba-based airline with a proud history of providing vital scheduled, charter, freight, and medevac flight ...",15,Canada
Peru - Air Force,https://linkedin.com/company/peruvian-air-force,"Peruvian Air Force · Telekommunikation · Info · Orte · Beschäftigte von Peruvian Air Force · Ähnliche Seiten · Loggen Sie sich ein, um zu sehen, wen Sie bereits bei ...",26,Pérou
Peru - Navy,https://linkedin.com/company/direcci%C3%B3n-general-de-capitan%C3%ADas-y-guardacostas,"... Peruvian Navy exercises the Maritime, Fluvial and Lake Authority, is responsible for regulating and ensuring the safety of human life, the protection of the ...",4,
Petro Air,https://linkedin.com/company/petro-air,"PETRO AIR is an Airlines company located in Malik Binsinan Street, Bin-Ashoor , Tripoli Libya. Its main business is the transport of passengers domestically ...",6,Libye
Petroleum Air Services,https://linkedin.com/company/petroleum-air-services,"Petroleum Air Services is an airline company based in Cairo, Egypt. It provides aerial and off shore services to Oil & Gas companies.",16,Égypte
Petropavlovsk-Kamchatsky Air,https://linkedin.com/company/sasco-america-inc,"SASCO America was established in March of 2012. SASCO America is the North American General Agent for Sakhalin Shipping Company of Kholmsk, Russia SASCO ...",7,Russie
PHI,https://linkedin.com/company/phicommerce,"Founded in 2015, Phi Commerce has created PayPhi, a ground-breaking omni-channel payment processing platform which processes digital payments at doorstep.",151,Îles Cocos
Philippine Airlines,https://linkedin.com/company/philippine-airlines,"Philippine Airlines is the pioneer flag carrier of the Philippines. Since our founding in 1941, we have grown our network to 31 domestic and 39 international ...",80,
Phoenix Air,https://linkedin.com/company/phoenix-air-group,"Phoenix Air is an FAA-certificated Part 135 company with worldwide operating authority, providing passenger services, worldwide air ambulance services and high ...",22,Porto Rico
Phoenix Aviation,https://linkedin.com/company/phoenixavn,"Phoenix Aviation specializes nose to tail solutions to aviation industry, providing fully integrated, cost efficient parts & components, engine supply chain ...",4,Kenya
Phoenix East Aviation,https://linkedin.com/company/phoenix-east-aviation,"A nationally accredited flight school in Florida, Phoenix East Aviation pilot training programs prepares you to become an airline pilot.",62,Porto Rico
Pilatus Flugzeugwerke,https://linkedin.com/company/pilatusaircraft,"Founded in 1939, Pilatus Aircraft Ltd develops and produces the world's most unique aircraft: from the legendary PC-12, the best-selling single-engine turboprop ...",187,Suisse
Pilot Flight Academy,https://linkedin.com/company/14-day-pilot-flight-academy,14DAYPILOT Flight Academy is the industry leader for accelerated flight training in the US today. Our program is designed for the executive and serious pilot.,17,Svalbard et ile Jan Mayen
Pineapple Air,https://linkedin.com/company/pineapple-air-ltd,"Small commercial airline operating out of Nassau bahamas. https://pineappleair.com/ Locations Primary Windor Field rd Nassau, BS Get directions",3,Bahamas
Pivot Airlines,https://linkedin.com/company/flypivot,"Pivot Airlines is a Canadian charter and regional airline launched in June 2020, headquartered at Toronto's Pearson airport. Pivot Airlines announced its ...",3,Canada
PixAir Survey,https://linkedin.com/company/pixair-survey/,"With over 10 years of experience, PixAir Survey has carried out hundreds of successful missions, ranging from mapping, to surveillance, broadcasting, ...",5,France
Planemaster Services,https://linkedin.com/company/secnora,SECNORA® is a CREST accredited consulting firm providing services specialising in Information Security and GRC. With its extensive experience and ...,11,Porto Rico
PlaneSense,https://linkedin.com/company/planesense-inc-,"PlaneSense, Inc. is one of the most experienced and safest fractional aircraft ownership program managers in North America.",69,Porto Rico
Platoon Aviation,https://linkedin.com/company/platoon-aviation,Platoon Aviation is a business charter operator providing ad-hoc charter flights to the community of travelers in Europe and beyond. Founded in 2021.,8,Allemagne
PLAY,https://linkedin.com/company/0xplay-network,PLAY is a layer 0 protocol that enables AI agents to transact autonomously in games and social apps by bringing web2 games onchain.,7,Islande
Plus Ultra,https://linkedin.com/company/plus-ultra-productions,"We are founded on the principle of innovative creation with intention, aiming to build unforgettable experiences through emotionally compelling and engaging ...",6,Espagne
PNG Air,https://linkedin.com/company/pngair,"We connect travelers to over 22 destinations on PNG's widest domestic network. We do this by focusing on our customers, operating the country's youngest fleet ...",13,Papouasie-Nouvelle-Guinée
Pobeda,https://linkedin.com/company/pobedaairlines,"Pobeda Airlines. Airlines and Aviation. Moscow, Moscow 2,263 followers. We are Russia's first lowcost airline. Follow · Report this company; Close menu.",42,Russie
Poland - Air Force,https://linkedin.com/company/polish-air-force,The mission of POL AF is to defend national air space and territory and to participate in allied operations (NATO) out of Poland. The POL AF undergoes ...,118,Corée du Nord
Poland - Navy,https://linkedin.com/company/babcock-international-group,This event provided a valuable opportunity to showcase the achievements of the Polish Navy and highlight the resurgence of Poland's shipbuilding industry.,4,
Polar Airlines,https://linkedin.com/company/polar-air-cargo,"A modern, all-cargo fleet, coverage of major world markets, vast experience in air cargo and a commitment to quality, safety and customer service.",2,Russie
Polish Medical Air Rescue,https://linkedin.com/company/medical-rescue,"MEDICAL RESCUE is a specialist pre hospital medical practice and aeromedical services company providing remote medical logistics, remote site services.",34,Pologne
populAir,https://linkedin.com/company/restaurant-populair,About us ; Website: http://www.restaurant-populair.nl. External link for X ; Industry: Restaurants ; Company size: 1 employee ; Type: Public Company ...,11,Suède
Porsche Air Service,https://linkedin.com/company/gtsairservice,"GTS AIR SERVICE, is a company specialized in representing Airlines as a GSSA and GHA (General Sales and Service Agency). · Report this company · Close menu.",1,Autriche
Porter,https://linkedin.com/company/theporter-in,"With presence in more than 21+ Indian cities and 3 countries, we are making deliveries easy for all. Over a decade, we have completed 20 crores+ ...",75,Canada
Portugal - Air Force,https://linkedin.com/company/portuguese-air-force,"A Força Aérea Portuguesa foi criada em 1 de Julho de 1952, constituindo-se como ramo independente, em paralelo com o Exército e com a Armada e integrando as ...",2,Guernesey
Poste Air Cargo,https://linkedin.com/company/poste-aircargo,"Le Rotte Poste Air Cargo svolge i propri servizi di trasporto anche per il mercato, volando in Europa, Bacino del Mediterraneo e Asia Occidentale, con soluzioni ...",7,Irlande
Pouya Air,https://linkedin.com/company/servohydraulic,"SERVOHYD is an approved Iranian company in the field of Commercial Aircraft Maintenance, Repair, And Overhaul (MRO).",10,Iran
Pradhaan Air Express,https://linkedin.com/company/pradhaan-air,"11 pallets, 21 tonnes, endless possibilities. Pradhaan Air Express delivers speed, precision, and efficiency for your cargo needs.",1,Inde
Precision Air,https://linkedin.com/company/precision-air,"Precision Air is the only U.S. healthcare company specializing in improving surgical patient outcomes through customized, zero-particle OR airflow solutions ...",7,Tanzanie
Precision Aircraft Management,https://linkedin.com/company/precisionaircraftmanagement,"A Rocky Mountain leader in turnkey private aviation. We provide private aircraft management, charter operations, and aircraft sales and crewing solutions.",13,Porto Rico
Premier Airlines,https://linkedin.com/company/premier-airways-limited,Premier Airways is a Chennai based Public Limited company founded in August 2005 by a group of successful US NRI and Indian Entrepreneurs.,3,Kenya
Premier Flight Center,https://linkedin.com/company/premier-jet-center-kfcm,"Premier Jet Center is a full service FBO offering line services, maintenance, charter services, and aircraft interiors. It has the largest hangar on Flying ...",7,Porto Rico
Premium Jet,https://linkedin.com/company/premium-jet-ag,We offer aircraft management and charter solutions with complete dedication to service excellence - 365 days a year.,2,Autriche
Presidential Aviation,https://linkedin.com/company/flypresidential,"With worldwide operations, Presidential Aviation delivers a consistently high quality, premium jet charter experience. Safety and security are ...",6,Porto Rico
Prestige Air Group,https://linkedin.com/company/prestige-air-group,"Prestige Air Group | 295 followers on LinkedIn. FAA Part 91 Private Jet Management, FAA Part 135 Charter Sales, Aircraft Maintenance, UAV Compliance ...",4,Porto Rico
Priester Aviation,https://linkedin.com/company/priester-aviation,"Priester Aviation, founded in 1945, is among the world's most experienced aircraft management, global jet charter, and consulting companies.",10,Porto Rico
Prime Aviation,https://linkedin.com/company/primeaviationfzco,"Being a comprehensive cargo solution provider, Prime Aviation now successfully offers numerous aviation services from air cargo charter to scheduled cargo ...",4,Aruba
Prince Aviation,https://linkedin.com/company/prince-aviation,"Prince Aviation is your trusted partner for comprehensive aircraft maintenance, technical and modification solutions. With a dedicated team of highly skilled ...",4,Serbie
Princely Jets,https://linkedin.com/company/princely-jets-private-limited,Princely Jets is Pakistan's first business jet and helicopter operator. We started operations in November 2005 with a single aircraft and now operate a fleet ...,1,Pakistan
Priority Air Charter,https://linkedin.com/company/priority-air-charter,Priority Air Charter Airlines and Aviation Excellence in On-Demand Air Cargo Service. Follow Report this company Close menu View all 16 employees,4,Porto Rico
Privaira,https://linkedin.com/company/privaira,Privaira is a private aviation company focused on distinctive individuals and companies who fly private. We provide air charter on our own fleet of aircraft.,6,Porto Rico
Private Air,https://linkedin.com/company/private-air,"Private Air has evolved into one of Canada's premier aircraft charter and management companies, serving leading corporations and business leaders.",5,Canada
Private Jet Center,https://linkedin.com/company/private-jet-center,"Founded in 2003, Private Jet Center, formerly Pittsburgh Jet Center, is an aviation services company and fixed base operator (FBO) with headquarters near ...",11,Porto Rico
Private Jets,https://linkedin.com/company/private-jets-inc,"A most exceptional private travel experience. Our team members are hospitality experts, ready to arrange hotels, transportation and in-flight catering.",15,Porto Rico
Private Wings,https://linkedin.com/company/private-wings-flugcharter-gmbh/,"Private Wings Flugcharter GmbH | 2652 followers on LinkedIn. Your Business Airline. Modern aircraft with 32 and 18 seats for corporate, event and sport ...",10,Allemagne
Privilege Style,https://linkedin.com/company/privilege-style/,"Privilege Style is a Spanish private airline operating worldwide. Over the last 15 years we have operated over 70.000 flight hours, landed over 500 airports ...",5,Espagne
Priv’Air,https://linkedin.com/company/priv'air,Priv'Air was created to meet the needs of several business leaders and decision-makers who needed to make short and frequent trips throughout Europe.,2,France
ProAir Aviation,https://linkedin.com/company/proair-aviation-gmbh,The ProAir Aviation is an independent airline company with a large fleet of aircraft licensed by the German Federal Aviation Authority (LBA).,7,Allemagne
ProAirways,https://linkedin.com/company/professional-pilots-aircraft-maintenance,Professional Jet Center Aircraft Maintenance is an FAA certified 145 repair station (ZKFR180L) and the primary aircraft maintenance provider to Pro Airways.,2,Porto Rico
Proflight Zambia,https://linkedin.com/company/proflightzambia,"Proflight Zambia was established in 1991 and is Zambia's leading scheduled airline. From its base in Lusaka its domestic routes include, Livingstone, Mfuwe, ...",11,Zambie
Propair,https://linkedin.com/company/propair-llc,ProPair's machine learning technology enables organizations to optimize their sales performance through automated and predictive lead assignment.,13,Canada
Purdue University School of Aviation,https://linkedin.com/company/purdueaviationtechnology,"We offer undergraduate majors in Aeronautical Engineering Technology, Aerospace Financial Analysis, Airline Management and Operations, Airport Management and ...",26,Porto Rico
QA Aviation,https://linkedin.com/company/queen-air,Queen Air (QA Aviation) | 146 followers on LinkedIn. Queen air is the bussines jets operator and holder of AOC CZ-66 based in Czech Republic.,2,République tchèque
Qanot Sharq,https://linkedin.com/company/qanot-sharq-airlines,"Qanot Sharq Airlines is the first and largest private airline in Uzbekistan, committed to delivering exceptional air travel experiences.",5,Turquie
Qantas,https://linkedin.com/company/qantas,"We are honoured to be named Best Airline in Australia and Pacific at the 2025 Skytrax World Airline Awards, announced at the Paris Air Show.",133,Îles Cocos
QantasLink,https://linkedin.com/company/qantaslink,"About us. Airline. Industry: Airlines and Aviation. Company size: 1,001-5,000 employees. Headquarters: Sydney, New South Wales. Type: Public Company. Locations.",110,Îles Cocos
Qatar Airways,https://linkedin.com/company/qatar-airways,"Qatar Airways is the national airline of the State of Qatar. Based in Doha, the Airline's trendsetting on-board product focuses on: comfort, fine cuisine.",263,Qatar
Qatar Executive,https://linkedin.com/company/qatar-airways/life/qatarexecutive,Qatar Executive is the corporate jet subsidiary of Qatar Airways Headquartered at Doha International Airport. Our portfolio of luxury jet services includes ...,24,Qatar
Qazaq Air,https://linkedin.com/company/qazaq-air,"Qazaq Air provides affordable regional air travel compliant with the highest global safety standards, creating connectivity which will enhance the economic ...",5,Kazakhstan
Qeshm Airlines,https://linkedin.com/company/qeshm-air,Website: https://www.qeshm-air.com/. External link for Qeshm Air. Industry: Airlines and Aviation. Company size: 201-500 employees. Type: Privately Held ...,16,Iran
